SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P89.1B;P89;1B;sa2;https://goo.gl/maps/8Lyd3MvykkK2;https://goo.gl/maps/8Lyd3MvykkK2;x;2595;mark;intensive, extensive;;;;;;24-06-2018;19:34:00;19:49:00;Light Breeze 1.6-3.3;15-20;Original route not in this spreadsheet and we need to check if quadrant and land use information is the same, christmas trees along the route and other pine trees (Rhyssa persuasoria found along this route in one of the samples);Fine weather again;;yes;;;;;;;;;;;
P89.2A;P89;2A;sa3;https://goo.gl/maps/BzJu4kNM8E42;https://goo.gl/maps/BzJu4kNM8E42;x;2596;tør;hede;;;;;;30-06-2018;12:48:00;13:02:00;Light Breeze 1.6-3.3;25-30;Original route not in this spreadsheet and we need to check if quadrant and land use information is the same;;;yes;;;;;;;;;;;
P89.2B;P89;2B;sa4;https://goo.gl/maps/BzJu4kNM8E42;https://goo.gl/maps/BzJu4kNM8E42;x;2596;tør;hede;;;;;;30-06-2018;19:31:00;19:44:00;Light Breeze 1.6-3.3;25-30;Original route not in this spreadsheet and we need to check if quadrant and land use information is the same;"Start and finish at ""Ovstrup hede"". That is a worthy ending of this years ""insektmobil""-deed :-)";;yes;;;;;;;;;;;
P9.1A;P9;1A;sa1;https://goo.gl/maps/BPcWdtNYavC2;;;7654;urban;;;;;;;11-06-2018;14:15:00;14:35:00;Gentle breeze 3.4-5.5;15-20;;Cloudy;;yes;;;;;;;;;;;
P9.1B;P9;1B;sa2;https://goo.gl/maps/BPcWdtNYavC2;;;7654;urban;;;;;;;11-06-2018;17:45:00;18:00:00;Moderate breeze 5.5-7.9;15-20;;Cloudy (mild). Many stops due to traffic, trafficlights. The wind was heavier than expected on this trip (trip 2);;yes;;;;;;;;;;;
P9.2A;P9;2A;sa3;https://goo.gl/maps/CUj43hLURno;;;7653;mark;markblok, extensive, intensive, semi-intensive;;;;;;12-06-2018;14:45:00;15:00:00;Gentle breeze 3.4-5.5;15-20;;Cloudy;;yes;;;;;;;;;;;
P9.2B;P9;2B;sa4;https://goo.gl/maps/CUj43hLURno;;;7653;mark;markblok, extensive, intensive, semi-intensive;;;;;;12-06-2018;17:15:00;17:30:00;Light Breeze 1.6-3.3;15-20;;Cloudy;;yes;;;;;;;;;;;
P90.1A;P90;1A;sa1;https://goo.gl/maps/f9YuLYdSH942;;;3877;skov;;;;;;;24-06-2018;13:35:00;14:01:00;Gentle breeze 3.4-5.5;20-25;;A bit cloudy, drifting clouds, some sunlight;;yes;;;;;;;;;;;
P90.1B;P90;1B;sa2;https://goo.gl/maps/f9YuLYdSH942;;;3877;skov;;;;;;;24-06-2018;18:54:00;19:22:00;Light Breeze 1.6-3.3;15-20;;A bit cloudy, no sun, almost windless, Swallows were flying low;;yes;;;;;;;;;;;
P90.2A;P90;2A;sa3;https://goo.gl/maps/vFHqarwpJnm;;;3867;tør, mark;intensive;;;;;;24-06-2018;14:10:00;14:35:00;Gentle breeze 3.4-5.5;20-25;;A bit cloudy, drifting clouds, some sunlight;;yes;;;;;;;;;;;
P90.2B;P90;2B;sa4;https://goo.gl/maps/vFHqarwpJnm;;;3867;tør, mark;intensive;;;;;;24-06-2018;18:15:00;18:44:00;Light Breeze 1.6-3.3;15-20;;A bit cloudy, no sun, almost windless, Swallows were flying low;;yes;;;;;;;;;;;
P91.1A;P91;1A;sa1;https://goo.gl/maps/iXv4X9y6dCS2;;x;2888;urban;;;;;;;08-06-2018;13:00:00;13:26:00;Gentle breeze 3.4-5.5;25-30;Difficult route, need revision in 2019;The road between Søndervej and Tjørnevej is blocked. We drove as far as we could and made a u-turn. Look at map;yes;yes;;;;;;;;;;;
P91.1B;P91;1B;sa2;https://goo.gl/maps/iXv4X9y6dCS2;;x;2888;urban;;;;;;;08-06-2018;18:45:00;19:05:00;Gentle breeze 3.4-5.5;25-30;Difficult route, need revision in 2019;The road between Søndervej and Tjørnevej is blocked. We drove as far as we could and made a u-turn. Look at map;yes;yes;;;;;;;;;;;
P91.2A;P91;2A;sa3;https://goo.gl/maps/XjQUi9saeEx;;;2899;våd;mose;;;;;;28-06-2018;13:35:00;13:57:00;Light Breeze 1.6-3.3;20-25;Pilot noted 1 m pr s wind - rounded up;;;yes;yes;;;;;;;;;;
P91.2B;P91;2B;sa4;https://goo.gl/maps/XjQUi9saeEx;;;2899;våd;mose;;;;;;;19:13:00;19:36:00;Gentle breeze 3.4-5.5;20-25;Pilot noted no date, consider asking pilot;;;no;yes;;;;yes;;;;;;
P92.1A;P92;1A;sa1;https://goo.gl/maps/owu1U9ftc5M2;;;2859;mark;intensive, semi-intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P92.1B;P92;1B;sa2;https://goo.gl/maps/owu1U9ftc5M2;;;2859;mark;intensive, semi-intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P92.2A;P92;2A;sa3;https://goo.gl/maps/jMcF1atExpH2;;;2763;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P92.2B;P92;2B;sa4;https://goo.gl/maps/jMcF1atExpH2;;;2763;mark;intensive;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P93.1A;P93;1A;sa1;https://goo.gl/maps/GM6YaJxQkmz;;;7530;urban;;;;;;;02-06-2018;14:20:00;14:40:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P93.1B;P93;1B;sa2;https://goo.gl/maps/GM6YaJxQkmz;;;7530;urban;;;;;;;02-06-2018;17:50:00;18:10:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P93.2A;P93;2A;sa3;https://goo.gl/maps/zMTYYZYkPEP2;;x;7648;skov;;;;;;;02-06-2018;14:55:00;15:20:00;Gentle breeze 3.4-5.5;25-30;part of route is closed. Do we know the alternative route?;Part of the route is closed, drove another but longer route (detour);yes;no;yes;;;;;;;;;;yes
P93.2B;P93;2B;sa4;https://goo.gl/maps/zMTYYZYkPEP2;;x;7648;skov;;;;;;;02-06-2018;18:40:00;19:00:00;Gentle breeze 3.4-5.5;25-30;Part of route is closed;same problem as 2A;yes;no;yes;;;;;;;;;;yes
P94.1A;P94;1A;sa1;https://goo.gl/maps/EFcC7pR29vC2;;;2727;tør;hede, overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P94.1B;P94;1B;sa2;https://goo.gl/maps/EFcC7pR29vC2;;;2727;tør;hede, overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P94.2A;P94;2A;sa3;https://goo.gl/maps/3EQsRey2uhv;;;2728;våd;strandeng;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P94.2B;P94;2B;sa4;https://goo.gl/maps/3EQsRey2uhv;;;2728;våd;strandeng;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P95.1A;P95;1A;sa1;https://goo.gl/maps/F4P21xkjcdF2;;;2620;urban;;;;;;;28-06-2018;12:00:00;12:30:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P95.1B;P95;1B;sa2;https://goo.gl/maps/F4P21xkjcdF2;;;2620;urban;;;;;;;28-06-2018;17:00:00;17:30:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P95.2A;P95;2A;sa3;https://goo.gl/maps/PkirSGBBSsG2;;;2611;tør;hede, overdrev;;;;;;28-06-2018;13:00:00;13:45:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P95.2B;P95;2B;sa4;https://goo.gl/maps/PkirSGBBSsG2;;;2611;tør;hede, overdrev;;;;;;28-06-2018;18:00:00;18:45:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P96.1A;P96;1A;sa1;https://goo.gl/maps/PRuMt6WxQc92;;;3750;tør;overdrev;;;;;;28-06-2018;14:30:00;15:00:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P96.1B;P96;1B;sa2;https://goo.gl/maps/PRuMt6WxQc92;;;3750;tør;overdrev;;;;;;28-06-2018;17:45:00;18:10:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P96.2A;P96;2A;sa3;https://goo.gl/maps/WoH1KfCCqnt;;;3827;våd, tør;eng, overdrev;;;;;;28-06-2018;13:00:00;13:20:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P96.2B;P96;2B;sa4;https://goo.gl/maps/WoH1KfCCqnt;;;3827;våd, tør;eng, overdrev;;;;;;28-06-2018;18:30:00;18:50:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P97.1A;P97;1A;sa1;https://goo.gl/maps/Dnkfn6kJTe52;;;3743;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P97.1B;P97;1B;sa2;https://goo.gl/maps/Dnkfn6kJTe52;;;3743;urban;;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P97.2A;P97;2A;sa3;https://goo.gl/maps/6pDKVNETBY82;;;3723;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P97.2B;P97;2B;sa4;https://goo.gl/maps/6pDKVNETBY82;;;3723;tør;overdrev;;;;;;;;;;;Pilot did not do the sample;;;no;yes;yes;;;;;;;;;
P98.1A;P98;1A;sa1;https://goo.gl/maps/85PJbwBTa1R2;;;3766;urban;;;;;;;09-06-2018;14:55:00;15:10:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P98.1B;P98;1B;sa2;https://goo.gl/maps/85PJbwBTa1R2;;;3766;urban;;;;;;;09-06-2018;19:20:00;19:38:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P98.2A;P98;2A;sa3;https://goo.gl/maps/Zu11Hpy39Tu;https://goo.gl/maps/jvtFgz9DX5Q2;x;3765;mark;intensive;;;;;;09-06-2018;14:30:00;14:50:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route.;"new route according to agreement over mail. ""Skovbølling vej 35"" - ""Kabdrupvej 66""";;yes;;;;;;;;;;;
P98.2B;P98;2B;sa4;https://goo.gl/maps/Zu11Hpy39Tu;https://goo.gl/maps/jvtFgz9DX5Q2;x;3765;mark;intensive;;;;;;09-06-2018;18:55:00;19:10:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route;"new route according to agreement over mail. ""Kabdrupvej 66""-""Skovbølling vej 35""";;yes;;;;;;;;;;;
P99.1A;P99;1A;sa1;https://goo.gl/maps/KzAWtM1xXaN2;;;3759;tør;overdrev;;;;;;04-06-2018;13:00:00;13:30:00;Moderate breeze 5.5-7.9;20-25;Different dates 1A1B;;;yes;yes;;;;;;;yes;;;
P99.1B;P99;1B;sa2;https://goo.gl/maps/KzAWtM1xXaN2;;;3759;tør;overdrev;;;;;;10-06-2018;17:00:00;17:30:00;Gentle breeze 3.4-5.5;20-25;Different dates 1A1B;After a day of full rain;;yes;yes;;;;;;;yes;;;
P99.2A;P99;2A;sa3;https://goo.gl/maps/9VZTWRsYFjy;;;3640;tør;overdrev;;;;;;03-06-2018;14:20:00;14:40:00;Gentle breeze 3.4-5.5;20-25;;;;yes;yes;;;;;;;;;;
P99.2B;P99;2B;sa4;https://goo.gl/maps/9VZTWRsYFjy;;;3640;tør;overdrev;;;;;;03-06-2018;20:02:00;20:25:00;Moderate breeze 5.5-7.9;20-25;The time is not consistent with directions;;;no;yes;;;;;;yes;;;;
